JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPay&Benefits,Year,Agency
Not Provided,1007.26,0,0,118.98,1007.26,1126.24,2014,Boulder City
Not Provided,46.25,0,917.59,122.04,963.84,1085.88,2014,Boulder City
Not Provided,0,0,925.96,120.11,925.96,1046.07,2014,Boulder City
Not Provided,0,0,931,110.62,931,1041.62,2014,Boulder City
Not Provided,866.27,0,28,121.77,894.27,1016.04,2014,Boulder City
Not Provided,900,0,0,106.34,900,1006.34,2014,Boulder City
Not Provided,0,0,857.5,104,857.5,961.5,2014,Boulder City
Not Provided,748.8,0,0,211.91,748.8,960.71,2014,Boulder City
Not Provided,769.5,0,0,99.68,769.5,869.18,2014,Boulder City
Not Provided,645.7,0,0,156.78,645.7,802.48,2014,Boulder City
AIRPORT OPS AGENT,592.5,0,0,184.29,592.5,776.79,2014,Boulder City
Not Provided,503.26,0,174,88.93,677.26,766.19,2014,Boulder City
Not Provided,309.38,0,361,88.19,670.38,758.57,2014,Boulder City
Not Provided,0,0,649.25,79.77,649.25,729.02,2014,Boulder City
Not Provided,0,0,649.25,79.77,649.25,729.02,2014,Boulder City
Not Provided,0,0,626.48,73.56,626.48,700.04,2014,Boulder City
Not Provided,517.75,0,0,166.8,517.75,684.55,2014,Boulder City
Not Provided,612.57,0,0,69.07,612.57,681.64,2014,Boulder City
Not Provided,594,0,0,68.62,594,662.62,2014,Boulder City
Not Provided,0,0,586.6,72.03,586.6,658.63,2014,Boulder City
Not Provided,589.5,0,0,68.11,589.5,657.61,2014,Boulder City
Not Provided,533.89,0,0,70.1,533.89,603.99,2014,Boulder City
Not Provided,0,0,532,61.48,532,593.48,2014,Boulder City
Not Provided,467.99,0,0,125.07,467.99,593.06,2014,Boulder City
Not Provided,486.76,0,0,63.91,486.76,550.67,2014,Boulder City
COURT MARSHAL PT,482.42,0,0,54.36,482.42,536.78,2014,Boulder City
Not Provided,402.48,0,0,113.91,402.48,516.39,2014,Boulder City
Not Provided,424.89,0,0,60.62,424.89,485.51,2014,Boulder City
Not Provided,429.01,0,0,48.35,429.01,477.36,2014,Boulder City
Not Provided,0,0,393.73,46.65,393.73,440.38,2014,Boulder City
Not Provided,183.57,0,194,49.58,377.57,427.15,2014,Boulder City
Not Provided,138.19,0,222,47.31,360.19,407.5,2014,Boulder City
Not Provided,140.26,0,162,39.69,302.26,341.95,2014,Boulder City
Not Provided,288.75,0,0,36,288.75,324.75,2014,Boulder City
Not Provided,248.04,0,0,70.21,248.04,318.25,2014,Boulder City
Not Provided,0,0,271.25,32.94,271.25,304.19,2014,Boulder City
Not Provided,237.19,0,0,30.04,237.19,267.23,2014,Boulder City
Not Provided,0,0,197.97,23.96,197.97,221.93,2014,Boulder City
Not Provided,162,0,0,18.67,162,180.67,2014,Boulder City
Not Provided,135,0,0,16.63,135,151.63,2014,Boulder City
Not Provided,0,0,103.39,13.09,103.39,116.48,2014,Boulder City
Not Provided,80.44,0,0,10.19,80.44,90.63,2014,Boulder City
Not Provided,0,0,70,8.09,70,78.09,2014,Boulder City
Not Provided,0,0,28,3.16,28,31.16,2014,Boulder City
Not Provided,18.5,0,0,2.35,18.5,20.85,2014,Boulder City
Not Provided,0,0,0,0,0,0,2014,Boulder City
Not Provided,0,0,0,0,0,0,2014,Boulder City
City Manager,131397.22,0,28254.06,51907.91,159651.28,211559.19,2015,Boulder City
Fire Captain,75936.96,15453.75,60131.34,46650.27,151522.05,198172.32,2015,Boulder City
Director/Public Works,123776.5,0,31816.9,38750.16,155593.4,194343.56,2015,Boulder City
Director/Parks And Recreation,98425.7,0,46199.56,48519.07,144625.26,193144.33,2015,Boulder City
City Attorney,122698.94,0,21362.96,48370.95,144061.9,192432.85,2015,Boulder City
Fire Chief,122485.68,0,21007.68,48701.08,143493.36,192194.44,2015,Boulder City
Director/Finance,127424.77,0,10994.2,47901.3,138418.97,186320.27,2015,Boulder City
Fire Captain,83660.96,30486.23,23185.37,48056.23,137332.56,185388.79,2015,Boulder City
Director/Comm Development,113246.72,0,18832.94,45157.83,132079.66,177237.49,2015,Boulder City
Police Sergeant/Detective,85617.65,6845.61,37227.11,43590.85,129690.37,173281.22,2015,Boulder City
City Clerk,110373.1,0,15082.56,44479.11,125455.66,169934.77,2015,Boulder City
Police Chief,86047,8146.32,31928.56,42458.25,126121.88,168580.13,2015,Boulder City
Police Sergeant,86805.29,7388,31939.52,41940.49,126132.81,168073.3,2015,Boulder City
Admininstrator/Electric Utilit,106885.82,0,15522.48,43662.55,122408.3,166070.85,2015,Boulder City
Div Chief Of Operations,89075.34,0,22149.59,54667.33,111224.93,165892.26,2015,Boulder City
Police Officer,63427.96,17916.2,41590.26,41981.8,122934.42,164916.22,2015,Boulder City
Fire Captain,75252.24,12382.24,30752.09,46387.13,118386.57,164773.7,2015,Boulder City
Police Sergeant/Detective,79427.56,2162.33,37323.04,41110.86,118912.93,160023.79,2015,Boulder City
Police Officer,72559.15,13782.51,32917.94,37779.02,119259.6,157038.62,2015,Boulder City
Police Officer,76321.23,6840.58,33298.93,38716.52,116460.74,155177.26,2015,Boulder City
City Engineer,96343.81,0,28353.98,30465.23,124697.79,155163.02,2015,Boulder City
Police Officer,73300.07,8376.8,35472.35,37997.65,117149.22,155146.87,2015,Boulder City
Police Officer,76058.62,11814.95,29621.33,36383.37,117494.9,153878.27,2015,Boulder City
Police Officer,69641.74,8650.16,37208.64,37755.69,115500.54,153256.23,2015,Boulder City
Fire Engineer,71760,17948.16,24798.06,38607.94,114506.22,153114.16,2015,Boulder City
Electric Lineworker/Senior,82281.11,23213.96,11340.66,36273.48,116835.73,153109.21,2015,Boulder City
Fire Engineer,75072,16043.76,20638.08,37529.28,111753.84,149283.12,2015,Boulder City
Fire Captain,76864.56,12875.77,19931.78,39048.89,109672.11,148721,2015,Boulder City
Police Officer/Detective,73631.61,5339.07,31760.08,36964.02,110730.76,147694.78,2015,Boulder City
Supervisor/Electrical Dist,79028.27,6288.02,22766.89,37445.05,108083.18,145528.23,2015,Boulder City
Superintendent/Public Works,83386.72,0,32117.81,29153.2,115504.53,144657.73,2015,Boulder City
Police Officer,64060.49,6126.68,37237.15,34798.25,107424.32,142222.57,2015,Boulder City
Police Officer,70890.5,4151.67,31759.5,35123.06,106801.67,141924.73,2015,Boulder City
Police Officer,69841.83,4834.75,32206.36,34829.72,106882.94,141712.66,2015,Boulder City
Police Officer,70125.96,7074.9,30281.93,34127.48,107482.79,141610.27,2015,Boulder City
Firefighter Paramedic,72422.4,15719.46,15868.8,37529.28,104010.66,141539.94,2015,Boulder City
Court Administrator,86413.52,0,15697.17,38246.54,102110.69,140357.23,2015,Boulder City
Administrative Officer,89828.6,0,12282.07,38246.54,102110.67,140357.21,2015,Boulder City
Chief Accountant,85998.39,0,16112.28,38246.54,102110.67,140357.21,2015,Boulder City
Building Official,84816.04,0,17294.6,38246.51,102110.64,140357.15,2015,Boulder City
City Planner,83563.41,0,18547.26,38195.57,102110.67,140306.24,2015,Boulder City
Police Officer/Detective,70447.08,0,33377.72,36047.29,103824.8,139872.09,2015,Boulder City
Police Officer,66410.61,0,37937.55,35397,104348.16,139745.16,2015,Boulder City
Police Sergeant/Detective,66436.57,7706.81,31980.44,33538.16,106123.82,139661.98,2015,Boulder City
Fire Engineer,75072,9592.26,15386.64,38937.7,100050.9,138988.6,2015,Boulder City
Police Officer,65795.38,2451.29,35596.03,34679.2,103842.7,138521.9,2015,Boulder City
Police Officer,64914.93,6517.93,33808.91,33266.07,105241.77,138507.84,2015,Boulder City
Police Officer/Detective,73433.88,381.58,29009.64,35320.83,102825.1,138145.93,2015,Boulder City
Manager/Airport,80510.59,0,19664.47,37653.6,100175.06,137828.66,2015,Boulder City
Firefighter Paramedic,70809.28,15275.87,14792.76,36202.46,100877.91,137080.37,2015,Boulder City
Police Officer,61171.3,4381.16,37290.07,33875.34,102842.53,136717.87,2015,Boulder City
Police Officer,67064.86,5660.51,30533.81,32931.75,103259.18,136190.93,2015,Boulder City
Police Officer,70011.52,2129.11,29727.18,34232.6,101867.81,136100.41,2015,Boulder City
Supervisor/Water & Sewer,82042.69,5082.58,12343.55,36523.6,99468.82,135992.42,2015,Boulder City
Electric Lineworker,71903.5,12738.07,15785.85,34773.77,100427.42,135201.19,2015,Boulder City
Police Officer,73164.63,3501.38,24218.03,33561.52,100884.04,134445.56,2015,Boulder City
Electric Lineworker,71436.49,11544.73,16728.28,34584.72,99709.5,134294.22,2015,Boulder City
Technician/Substation Maintena,73406.69,11129.93,14195.36,34685.29,98731.98,133417.27,2015,Boulder City
Electric Lineworker,74585.56,10847.63,12929.7,34618.17,98362.89,132981.06,2015,Boulder City
Police Officer/Detective,63362.58,13809.66,25712.26,30000.35,102884.5,132884.85,2015,Boulder City
Firefighter Paramedic,70850.88,12089.83,13421.76,35963.86,96362.47,132326.33,2015,Boulder City
Electric Lineworker,71029.63,9884.09,16798.09,34493.9,97711.81,132205.71,2015,Boulder City
Technician/Electrical Maint,56779.3,8522.79,30924.28,34855.16,96226.37,131081.53,2015,Boulder City
Technician/Substation Maintena,64277.82,7795.11,23467.86,35209.09,95540.79,130749.88,2015,Boulder City
Firefighter Paramedic,68328,10490.03,15855.36,35963.86,94673.39,130637.25,2015,Boulder City
Electric Lineworker,67491.63,7758.04,20276.43,34903.82,95526.1,130429.92,2015,Boulder City
Judge-Muni Court,90063.16,0,14500,24837.11,104563.16,129400.27,2015,Boulder City
Firefighter Paramedic,61473.68,14083.69,18819.68,34481.56,94377.05,128858.61,2015,Boulder City
Police Officer,58764.04,0,35256.04,32851.96,94020.08,126872.04,2015,Boulder City
Supervisor/Util Billing & Coll,62932.48,0,27529.28,32522.04,90461.76,122983.8,2015,Boulder City
Dev Svcs Conserv Specialist,69581.63,0,29359.1,23481.19,98940.73,122421.92,2015,Boulder City
Administrator/Contracts,73739.6,2444.56,11768.2,32794.83,87952.36,120747.19,2015,Boulder City
Supervisor/Landscape,78710.26,0,8445.54,33214.2,87155.8,120370,2015,Boulder City
Coordinator/Design & Construct,61914.15,3847.46,31193.85,23026.25,96955.46,119981.71,2015,Boulder City
Firefighter Paramedic,66102.4,12985.5,6940,31718.52,86027.9,117746.42,2015,Boulder City
Firefighter Paramedic,63189.76,7917.98,12825.76,32863.53,83933.5,116797.03,2015,Boulder City
Firefighter Paramedic,66102.4,10426.09,7303.2,31865.62,83831.69,115697.31,2015,Boulder City
Firefighter Paramedic,63560,14397.88,6558.4,29888.85,84516.28,114405.13,2015,Boulder City
Wastewater Trmt Plant Oper,52116.66,9750.72,18670.29,30896.58,80537.67,111434.25,2015,Boulder City
Police Officer,53806.56,3769.14,25868.92,26812.56,83444.62,110257.18,2015,Boulder City
Firefighter Paramedic,60701.84,7459.66,9872.64,30768.87,78034.14,108803.01,2015,Boulder City
Combination Inspector,66166.94,0,11324.86,30605.08,77491.8,108096.88,2015,Boulder City
Coordinator/Recreation Progrm,61862.32,0,24886.92,21292.16,86749.24,108041.4,2015,Boulder City
Technician/Water & Sewer,42157.31,9562.84,22650.66,29743.53,74370.81,104114.34,2015,Boulder City
Maint Worker/Sr Water & Sewer,49551.07,11582.71,12160.74,28816.95,73294.52,102111.47,2015,Boulder City
Coordinator Airport,54082.59,0,17910.32,29944.4,71992.91,101937.31,2015,Boulder City
Maintenance Coord/Street,53219.3,6161.33,13595.7,28308.85,72976.33,101285.18,2015,Boulder City
Technician/Water & Sewer,47975.48,6911.95,16999.21,28710.9,71886.64,100597.54,2015,Boulder City
Maintenance Coord/Street,53654.59,3162.14,14601.75,27994.77,71418.48,99413.25,2015,Boulder City
Executive Secretary,55273.16,0,24119.64,19186.14,79392.8,98578.94,2015,Boulder City
Maint Worker/Sr Water & Sewer,51173.03,9231.1,9400.19,28206.81,69804.32,98011.13,2015,Boulder City
Dispatcher,52943.98,2681.56,14482.22,27855.36,70107.76,97963.12,2015,Boulder City
Technician/Engineering,61366.8,2088.96,5756.4,28626.16,69212.16,97838.32,2015,Boulder City
Dispatcher,55552.96,1255.49,12460.04,28119.12,69268.49,97387.61,2015,Boulder City
Equipment Mechanic,55237.33,761.24,12961.9,28230.54,68960.47,97191.01,2015,Boulder City
Maint Worker/Sr Water & Sewer,48771.28,8397.49,11797.62,28044.54,68966.39,97010.93,2015,Boulder City
Deputy City Clerk,58282.21,0,19423.19,18754.48,77705.4,96459.88,2015,Boulder City
Dispatch Supervisor,54243.8,353.66,13778.61,27952.44,68376.07,96328.51,2015,Boulder City
Maint Worker/Sr Water & Sewer,45302.07,7679.58,15298.57,28030.92,68280.22,96311.14,2015,Boulder City
Technician/Irrigation,54290.39,2062.13,11342.9,27532.16,67695.42,95227.58,2015,Boulder City
Maint Crew Leader/Bldg & Facil,52452.79,0,14362.21,27744.34,66815,94559.34,2015,Boulder City
Maintenance Coord/Street,42552.69,296.45,23940.74,27687.18,66789.88,94477.06,2015,Boulder City
Dispatcher,51817.54,1329.83,13106.11,26859.62,66253.48,93113.1,2015,Boulder City
Secretary/Department,52442.66,799.32,21419.56,17753.05,74661.54,92414.59,2015,Boulder City
Dispatcher,49638.93,1774.92,13370.61,26778.7,64784.46,91563.16,2015,Boulder City
Meter Reader,50372.77,6050.97,8361.03,25914.92,64784.77,90699.69,2015,Boulder City
Animal Control Supervisor,50627.08,6010.68,8778.71,25201.64,65416.47,90618.11,2015,Boulder City
Paralegal,55067.09,0,8040.76,27469.78,63107.85,90577.63,2015,Boulder City
Maint Worker/Bldg & Facilities,50115.05,3247.82,10606.79,26189.5,63969.66,90159.16,2015,Boulder City
Fire Engineer,11040,1818.9,60020.03,16877.08,72878.93,89756.01,2015,Boulder City
Maint Worker/Senior,48419.8,466.24,13389.73,26423.73,62275.77,88699.5,2015,Boulder City
Clerk/Utilities,50085.34,2224.62,10959.97,25281.88,63269.93,88551.81,2015,Boulder City
Meter Reader,48068.74,3072.06,10665.11,25623.53,61805.91,87429.44,2015,Boulder City
Court Clerk/Senior,53620.11,1025.7,6711.09,26064.7,61356.9,87421.6,2015,Boulder City
Court Clerk/Senior,52057,819.01,8274.25,26064.75,61150.26,87215.01,2015,Boulder City
Clerk/Accounts Payable,49476.23,0,20518.6,16685.4,69994.83,86680.23,2015,Boulder City
Landscape Maint Worker/Senior,49027.86,0,11518.38,26064.74,60546.24,86610.98,2015,Boulder City
Coordinator/Recreation,51496.95,0,8834.27,26064.72,60331.22,86395.94,2015,Boulder City
Technician/Archives And Record,49074.97,0,10619.85,26585.4,59694.82,86280.22,2015,Boulder City
Coordinator/Aquatics,40138.35,380.42,33930.47,11816.44,74449.24,86265.68,2015,Boulder City
Office Assistant,50406.69,949.71,8789.66,25784.56,60146.06,85930.62,2015,Boulder City
Technician/Engineering,52288.35,1246.36,6087.65,26166.15,59622.36,85788.51,2015,Boulder City
Technician/Sign & Delineation,51278.02,2538.56,6375.46,25526.1,60192.04,85718.14,2015,Boulder City
Office Assistant,50056.25,157.71,9334.43,25794.97,59548.39,85343.36,2015,Boulder City
Clerk/Utilities,51009.36,477.99,7509.44,25592.44,58996.79,84589.23,2015,Boulder City
Personnel Analyst,52047.69,0,6309.25,26211.87,58356.94,84568.81,2015,Boulder City
Developmnt Services Specialist,49849.36,0,18567.44,15973.83,68416.8,84390.63,2015,Boulder City
Secretary/Divisional,49317.55,0,9277.82,25612.88,58595.37,84208.25,2015,Boulder City
Dispatcher,45678.57,1506.61,11906,25094.79,59091.18,84185.97,2015,Boulder City
Landscape Maint Worker/Senior,48664.84,334.36,9623.76,25473.2,58622.96,84096.16,2015,Boulder City
Maintenance Worker/Wtr & Sewr,45283.27,1536.7,10802.91,25239.86,57622.88,82862.74,2015,Boulder City
Maint Worker/Landscape,44904.29,864.77,11021.14,24984.2,56790.2,81774.4,2015,Boulder City
Coordinator/Recreation,50419.65,0,5546.95,25479.38,55966.6,81445.98,2015,Boulder City
Equipment Operator/Street,49716.67,1385.81,4906.33,24487.12,56008.81,80495.93,2015,Boulder City
Maintenance Worker/Wtr & Sewr,44536.54,105.6,10409.58,24543.72,55051.72,79595.44,2015,Boulder City
Dispatcher,40646.22,1476.87,15072.19,22289.33,57195.28,79484.61,2015,Boulder City
Custodial Worker/Senior,39251.8,0,15617.6,24543.72,54869.4,79413.12,2015,Boulder City
Technician/It Support,46697.85,0,5930.15,24579.31,52628,77207.31,2015,Boulder City
Custodial Worker,43251.2,0,9628.6,23310.86,52879.8,76190.66,2015,Boulder City
Maint Worker/Landscape,44895.04,896.95,5472.87,23325.18,51264.86,74590.04,2015,Boulder City
Maint Worker/Landscape,42533.54,1108.49,5652.18,22615.54,49294.21,71909.75,2015,Boulder City
Clerk/Medical Billing,41323.23,0,6923.17,23164.83,48246.4,71411.23,2015,Boulder City
Custodial Worker,40830.6,284.76,7303.1,22479.68,48418.46,70898.14,2015,Boulder City
Police Officer,35743.7,892.16,15790.6,17319.32,52426.46,69745.78,2015,Boulder City
Accounting Technician,45220.93,0,1732.08,21432.55,46953.01,68385.56,2015,Boulder City
Maintenance Worker/Street,39157.49,1538.5,5471.91,21819.8,46167.9,67987.7,2015,Boulder City
Custodial Worker,40027.91,62.79,5975.09,21761.14,46065.79,67826.93,2015,Boulder City
Maint Worker/Landscape,41123.76,264,4344.28,21976.34,45732.04,67708.38,2015,Boulder City
City Marshal,43555,0,3457.72,20154.77,47012.72,67167.49,2015,Boulder City
Secretary/Department,43888.73,0,1940.3,19825.38,45829.03,65654.41,2015,Boulder City
Airport Operations Agent,38286.85,0,2956.35,20950.42,41243.2,62193.62,2015,Boulder City
Gis Analyst,40076.79,0,2321.92,19536.7,42398.71,61935.41,2015,Boulder City
Firefighter Paramedic,36278.06,5295.29,3479.2,13385.71,45052.55,58438.26,2015,Boulder City
Secretary/Department,21118.59,0,26066.88,10010.82,47185.47,57196.29,2015,Boulder City
Coordinator/Aquatics,38826.98,457.5,3685.64,13941.55,42970.12,56911.67,2015,Boulder City
Secretary/Department,31348.75,0,2310.9,15891.79,33659.65,49551.44,2015,Boulder City
Meter Reader Pt,37377.7,1099.68,215,9997.2,38692.38,48689.58,2015,Boulder City
Animal Control Supervisor,19581.87,264.11,18781.45,7347.92,38627.43,45975.35,2015,Boulder City
Coord/Assist Recreation,28689.02,0,1781.5,7695.24,30470.52,38165.76,2015,Boulder City
Ems Coordinator,24213.6,0,2842,11021.03,27055.6,38076.63,2015,Boulder City
Environmental Compliance Coord,27891.5,0,0,7355.29,27891.5,35246.79,2015,Boulder City
Coord/Youth Center,27361.54,0,0,7338.79,27361.54,34700.33,2015,Boulder City
Office Assistant Finance,26905.29,49.84,0,7178.28,26955.13,34133.41,2015,Boulder City
Warrant And Evidence Technicia,21992.62,69.33,734.22,4288.3,22796.17,27084.47,2015,Boulder City
Supervisor/Recreation,19568.75,0,245.99,5257.35,19814.74,25072.09,2015,Boulder City
Police Officer,17419.11,337.81,3901.61,3133.79,21658.53,24792.32,2015,Boulder City
Mayor,18601.44,0,0,5082.36,18601.44,23683.8,2015,Boulder City
Secretary/Department,7756.97,0,8451.22,7213.44,16208.19,23421.63,2015,Boulder City
Instructor/Commission,0,0,22177.5,0,22177.5,22177.5,2015,Boulder City
Office Assistant,18093.5,0,0,0,18093.5,18093.5,2015,Boulder City
Pt Asst Aquatics Cordinator,8611.17,0,6981.32,1863.33,15592.49,17455.82,2015,Boulder City
Police Officer,10018.8,62.1,2871.55,4084.2,12952.45,17036.65,2015,Boulder City
Office Assistant,16271.6,0,0,0,16271.6,16271.6,2015,Boulder City
Councilmember,15601.44,0,0,0,15601.44,15601.44,2015,Boulder City
Police Officer Part Time,15550.6,0,0,0,15550.6,15550.6,2015,Boulder City
Bctv Technician-Pt,15286.6,0,0,0,15286.6,15286.6,2015,Boulder City
Coord/Safekey,13049.33,0,0,2157.12,13049.33,15206.45,2015,Boulder City
Police Officer Part Time,14160.03,0,810,0,14970.03,14970.03,2015,Boulder City
Police Officer,6953.05,0,4831.82,3128.49,11784.87,14913.36,2015,Boulder City
Attendant,219.63,0,14595.33,0,14814.96,14814.96,2015,Boulder City
Coord/Safekey,11748,27,0,3037.82,11775,14812.82,2015,Boulder City
Office Assistant,14727.5,0,0,0,14727.5,14727.5,2015,Boulder City
Office Assistant (N/Pers) Fin,13088,1356,176,0,14620,14620,2015,Boulder City
Office Asst Comm Dev,14526.63,0,0,0,14526.63,14526.63,2015,Boulder City
Councilmember,11202.84,0,0,3010.74,11202.84,14213.58,2015,Boulder City
Dispatcher - Part Time,13752.87,0,0,0,13752.87,13752.87,2015,Boulder City
Office Assistant,13669,0,0,0,13669,13669,2015,Boulder City
Councilmember,10000.02,0,0,2800.02,10000.02,12800.04,2015,Boulder City
Court Marshal-Pt,12410.86,0,300,0,12710.86,12710.86,2015,Boulder City
Animal Control Officer,7395.2,184.88,889.52,3848.98,8469.6,12318.58,2015,Boulder City
Supervisor/Recreation,12037.5,0,0,0,12037.5,12037.5,2015,Boulder City
Court Marshal-Pt,11293.65,0,720,0,12013.65,12013.65,2015,Boulder City
Safekey Aide,11432.5,0,0,0,11432.5,11432.5,2015,Boulder City
Instructor/Commission,0,0,11420.5,0,11420.5,11420.5,2015,Boulder City
Office Asst Comm Dev,11407.5,0,0,0,11407.5,11407.5,2015,Boulder City
Office Assistant,11274.38,0,0,0,11274.38,11274.38,2015,Boulder City
Councilmember,11202.84,0,0,0,11202.84,11202.84,2015,Boulder City
Electrician/Metering Streetlig,7051.8,0,1007.4,3106.57,8059.2,11165.77,2015,Boulder City
Office Assistant,11023.94,0,0,0,11023.94,11023.94,2015,Boulder City
Wsi Lifeguard,10412.21,0,0,0,10412.21,10412.21,2015,Boulder City
Office Assistant (N/Pers) Fin,9760,216,0,0,9976,9976,2015,Boulder City
Custodial Assistant,9379,0,0,0,9379,9379,2015,Boulder City
Court Marshal-Pt,9219.04,0,0,0,9219.04,9219.04,2015,Boulder City
Mayor,6949.26,0,0,1789.44,6949.26,8738.7,2015,Boulder City
Safekey Leader,8542.89,0,0,0,8542.89,8542.89,2015,Boulder City
Secretary/Department,1669.2,0,4369.97,2294.33,6039.17,8333.5,2015,Boulder City
Wsi Lifeguard,8213.98,0,17.5,0,8231.48,8231.48,2015,Boulder City
Cashier/Pool,8044.53,0,0,0,8044.53,8044.53,2015,Boulder City
Environmental Compliance Coord,6277.12,0,0,1757.6,6277.12,8034.72,2015,Boulder City
Cashier/Pool,7765.91,0,0,0,7765.91,7765.91,2015,Boulder City
Court Marshal-Pt,7196.1,0,390,0,7586.1,7586.1,2015,Boulder City
Cashier/Pool,7581.98,0,0,0,7581.98,7581.98,2015,Boulder City
Attendant,0,0,7241.08,0,7241.08,7241.08,2015,Boulder City
Custodial Assistant,7101,0,0,0,7101,7101,2015,Boulder City
Lifeguard 1,7097.23,0,0,0,7097.23,7097.23,2015,Boulder City
Firefighter/Emt1,6935.24,0,0,0,6935.24,6935.24,2015,Boulder City
